PD_mM,NAD_mM,activity_U/mg
0.1,0.1,0.15360983102918585
0.1,0.3020408163265306,0.43557596091588674
0.1,0.5040816326530613,0.6850264858418614
0.1,0.7061224489795919,0.9072792112439689
0.1,0.9081632653061225,1.1065522814870072
0.1,1.1102040816326533,1.2862344540596777
0.1,1.3122448979591839,1.4490793951276677
0.1,1.5142857142857145,1.5973477998794454
0.1,1.716326530612245,1.732912983453875
0.1,1.9183673469387756,1.8573404465520649
0.1,2.1204081632653065,1.9719486040729566
0.1,2.322448979591837,2.077855682150161
0.1,2.5244897959183676,2.1760163245202033
0.1,2.7265306122448982,2.2672504497165935
0.1,2.928571428571429,2.3522662076878946
0.1,3.1306122448979594,2.4316783970578912
0.1,3.33265306122449,2.5060233568129155
0.1,3.5346938775510206,2.575771095446298
0.1,3.736734693877551,2.6413352375182124
0.1,3.938775510204082,2.7030812324929974
0.1,4.140816326530612,2.7613331700213664
0.1,4.3428571428571425,2.816379470075968
0.1,4.544897959183674,2.8684776588482293
0.1,4.746938775510204,2.917858397310452
0.1,4.948979591836735,2.9647288954092548
0.1,5.151020408163265,3.009275818489639
0.1,5.353061224489796,3.0516677719218643
0.1,5.555102040816326,3.092057433660487
0.1,5.757142857142857,3.1305833915948105
0.1,5.959183673469387,3.1673717322920054
0.1,6.161224489795918,3.2025374195122467
0.1,6.3632653061224485,3.2361854942500106
0.1,6.5653061224489795,3.2684121226899117
0.1,6.7673469387755105,3.2993055140986605
0.1,6.969387755102041,3.328946727104352
0.1,7.171428571428572,3.3574103798822903
0.1,7.373469387755102,3.3847652773483983
0.1,7.575510204081633,3.4110749664589877
0.1,7.777551020408163,3.436398229051135
0.1,7.979591836734694,3.4607895202690737
0.1,8.181632653061225,3.4842993594590603
0.1,8.383673469387755,3.506974679437928
0.1,8.585714285714285,3.5288591392167223
0.1,8.787755102040816,3.5499934045640416
0.1,8.989795918367347,3.5704154002026343
0.1,9.191836734693878,3.590160536929871
0.1,9.393877551020408,3.6092619165235664
0.1,9.595918367346938,3.6277505169274447
0.1,9.79795918367347,3.645655359895513
0.1,10.0,3.663003663003663
0.3020408163265306,0.1,0.4232441088995653
0.3020408163265306,0.3020408163265306,1.2001507859278155
0.3020408163265306,0.5040816326530613,1.8874665939685336
0.3020408163265306,0.7061224489795919,2.4998437841722123
0.3020408163265306,0.9081632653061225,3.0489046904801587
0.3020408163265306,1.1102040816326533,3.543986421292091
0.3020408163265306,1.3122448979591839,3.992676205724106
0.3020408163265306,1.5142857142857145,4.401202980518898
0.3020408163265306,1.716326530612245,4.774728326750569
0.3020408163265306,1.9183673469387756,5.117565698478561
0.3020408163265306,2.1204081632653065,5.433347749520167
0.3020408163265306,2.322448979591837,5.725155549754167
0.3020408163265306,2.5244897959183676,5.995619447348219
0.3020408163265306,2.7265306122448982,6.246998579538274
0.3020408163265306,2.928571428571429,6.481244125437922
0.3020408163265306,3.1306122448979594,6.700050051468019
0.3020408163265306,3.33265306122449,6.904894142707926
0.3020408163265306,3.5346938775510206,7.097071422559481
0.3020408163265306,3.736734693877551,7.2777215586937976
0.3020408163265306,3.938775510204082,7.44785148101794
0.3020408163265306,4.140816326530612,7.60835415995249
0.3020408163265306,4.3428571428571425,7.760024284571018
0.3020408163265306,4.544897959183674,7.9035714217201205
0.3020408163265306,4.746938775510204,8.039631115993693
0.3020408163265306,4.948979591836735,8.1687742969255
0.3020408163265306,5.151020408163265,8.291515287115068
0.3020408163265306,5.353061224489796,8.408318648167688
0.3020408163265306,5.555102040816326,8.519605056575172
0.3020408163265306,5.757142857142857,8.625756366202722
0.3020408163265306,5.959183673469387,8.727119985783293
0.3020408163265306,6.161224489795918,8.82401267716672
0.3020408163265306,6.3632653061224485,8.916723861816518
0.3020408163265306,6.5653061224489795,9.005518508262629
0.3020408163265306,6.7673469387755105,9.090639661186735
0.3020408163265306,6.969387755102041,9.172310662979013
0.3020408163265306,7.171428571428572,9.250737110526737
0.3020408163265306,7.373469387755102,9.326108583332287
0.3020408163265306,7.575510204081633,9.398600173541254
0.3020408163265306,7.777551020408163,9.468373843874938
0.3020408163265306,7.979591836734694,9.535579635635
0.3020408163265306,8.181632653061225,9.60035674574358
0.3020408163265306,8.383673469387755,9.66283448908961
0.3020408163265306,8.585714285714285,9.723133160182247
0.3020408163265306,8.787755102040816,9.781364806192412
0.3020408163265306,8.989795918367347,9.837633921834918
0.3020408163265306,9.191836734693878,9.892038075157835
0.3020408163265306,9.393877551020408,9.944668472123444
0.3020408163265306,9.595918367346938,9.995610466853279
0.3020408163265306,9.79795918367347,10.044944023541891
0.3020408163265306,10.0,10.092744135297325
0.5040816326530613,0.1,0.6493677209033311
0.5040816326530613,0.3020408163265306,1.8413467883216827
0.5040816326530613,0.5040816326530613,2.8958699120307547
0.5040816326530613,0.7061224489795919,3.835417496921326
0.5040816326530613,0.9081632653061225,4.6778212584132906
0.5040816326530613,1.1102040816326533,5.437406775230277
0.5040816326530613,1.3122448979591839,6.125814851285423
0.5040816326530613,1.5142857142857145,6.752602312937804
0.5040816326530613,1.716326530612245,7.325688382375916
0.5040816326530613,1.9183673469387756,7.8516910320012725
0.5040816326530613,2.1204081632653065,8.3361837076825
0.5040816326530613,2.322448979591837,8.7838935805321
0.5040816326530613,2.5244897959183676,9.198856296076851
0.5040816326530613,2.7265306122448982,9.584537964694354
0.5040816326530613,2.928571428571429,9.943932208049805
0.5040816326530613,3.1306122448979594,10.279638015924435
0.5040816326530613,3.33265306122449,10.59392269909421
0.5040816326530613,3.5346938775510206,10.888773163879343
0.5040816326530613,3.736734693877551,11.165937960070881
0.5040816326530613,3.938775510204082,11.426961982837147
0.5040816326530613,4.140816326530612,11.67321528353776
0.5040816326530613,4.3428571428571425,11.905917124110877
0.5040816326530613,4.544897959183674,12.126156166622469
0.5040816326530613,4.746938775510204,12.334907503544674
0.5040816326530613,4.948979591836735,12.533047090862109
0.5040816326530613,5.151020408163265,12.72136403464202
0.5040816326530613,5.353061224489796,12.900571094505878
0.5040816326530613,5.555102040816326,13.071313698775018
0.5040816326530613,5.757142857142857,13.234177711656308
0.5040816326530613,5.959183673469387,13.389696149469142
0.5040816326530613,6.161224489795918,13.53835500815813
0.5040816326530613,6.3632653061224485,13.680598336328284
0.5040816326530613,6.5653061224489795,13.816832665356621
0.5040816326530613,6.7673469387755105,13.947430889673804
0.5040816326530613,6.969387755102041,14.072735675216201
0.5040816326530613,7.171428571428572,14.193062461653987
0.5040816326530613,7.373469387755102,14.308702113778438
0.5040816326530613,7.575510204081633,14.419923268967215
0.5040816326530613,7.777551020408163,14.526974420609815
0.5040816326530613,7.979591836734694,14.630085771504229
0.5040816326530613,8.181632653061225,14.729470886319598
0.5040816326530613,8.383673469387755,14.825328168088456
0.5040816326530613,8.585714285714285,14.91784218020957
0.5040816326530613,8.787755102040816,15.007184832496892
0.5040816326530613,8.989795918367347,15.093516447311382
0.5040816326530613,9.191836734693878,15.176986719686424
0.5040816326530613,9.393877551020408,15.257735583543392
0.5040816326530613,9.595918367346938,15.335893994541694
0.5040816326530613,9.79795918367347,15.411584638775901
0.5040816326530613,10.0,15.484922575387126
0.7061224489795919,0.1,0.8417262686712402
0.7061224489795919,0.3020408163265306,2.386798591263072
0.7061224489795919,0.5040816326530613,3.7536971690248615
0.7061224489795919,0.7061224489795919,4.971561650753151
0.7061224489795919,0.9081632653061225,6.063505940636951
0.7061224489795919,1.1102040816326533,7.048099203014795
0.7061224489795919,1.3122448979591839,7.9404305316724235
0.7061224489795919,1.5142857142857145,8.752887717891442
0.7061224489795919,1.716326530612245,9.495735850509694
0.7061224489795919,1.9183673469387756,10.177553306672175
0.7061224489795919,2.1204081632653065,10.805564522770815
0.7061224489795919,2.322448979591837,11.385896973230068
0.7061224489795919,2.5244897959183676,11.923781760153695
0.7061224489795919,2.7265306122448982,12.42371174030224
0.7061224489795919,2.928571428571429,12.889567319049958
0.7061224489795919,3.1306122448979594,13.32471737030365
0.7061224489795919,3.33265306122449,13.732100837558555
0.7061224489795919,3.5346938775510206,14.114293197219308
0.7061224489795919,3.736734693877551,14.473560962147308
0.7061224489795919,3.938775510204082,14.811906663117739
0.7061224489795919,4.140816326530612,15.131106194098981
0.7061224489795919,4.3428571428571425,15.432739992135735
0.7061224489795919,4.544897959183674,15.718219207534869
0.7061224489795919,4.746938775510204,15.988807778927407
0.7061224489795919,4.948979591836735,16.245641141812705
0.7061224489795919,5.151020408163265,16.489742154710193
0.7061224489795919,5.353061224489796,16.722034714015283
0.7061224489795919,5.555102040816326,16.943355439650905
0.7061224489795919,5.757142857142857,17.154463743082882
0.7061224489795919,5.959183673469387,17.3560505330571
0.7061224489795919,6.161224489795918,17.54874576936349
0.7061224489795919,6.3632653061224485,17.733125038627882
0.7061224489795919,6.5653061224489795,17.909715296730695
0.7061224489795919,6.7673469387755105,18.078999898522525
0.7061224489795919,6.969387755102041,18.241423015942853
0.7061224489795919,7.171428571428572,18.397393529581237
0.7061224489795919,7.373469387755102,18.547288465470178
0.7061224489795919,7.575510204081633,18.691456037926855
0.7061224489795919,7.777551020408163,18.830218350139933
0.7061224489795919,7.979591836734694,18.96387379658755
0.7061224489795919,8.181632653061225,19.092699204999647
0.7061224489795919,8.383673469387755,19.216951750223217
0.7061224489795919,8.585714285714285,19.33687066783462
